bedrooms,bathrooms,floors,view,grade,sqft_above,lat,price,zipcode_mean,sqft_total
3,1.0,1.0,0,5,1100,47.5242,250000,529629.7824675324,1280
4,2.5,2.0,0,9,2620,47.6272,749950,685675.8435374149,2260
5,2.5,1.0,0,8,2990,47.7709,458000,490377.1076923077,2660
3,2.5,2.0,0,8,1890,47.5348,465000,529629.7824675324,2460
3,1.75,1.0,0,8,1150,47.6871,580000,585048.7790697674,2150
4,2.5,2.0,0,10,3100,47.7646,700000,682885.9898989899,3080
4,2.5,2.0,0,8,2506,47.3236,350000,286742.81162324647,2441
4,1.0,1.0,0,7,1080,47.6955,456000,645244.2264808363,2320
3,2.0,1.5,0,7,1550,47.3699,290000,302896.7392857143,1840
4,2.75,1.0,0,7,1290,47.4793,475000,493625.3098290598,3560
3,2.5,2.0,0,7,1890,47.3613,285000,367091.48387096776,1980
3,1.0,1.0,0,7,1140,47.4902,309000,240328.3717472119,1340
4,2.0,2.0,0,9,3740,47.6728,860000,677215.034739454,3180
3,2.25,1.0,0,8,1440,47.3565,219000,311580.33638025593,2380
3,2.5,2.0,0,8,2130,47.6331,546500,685675.8435374149,1890
2,1.0,1.0,0,7,770,47.5348,338000,418019.36094674555,2110
2,1.0,1.0,0,7,1070,47.697,505000,576834.808318264,1360
4,1.75,1.0,0,7,840,47.6895,340000,455617.1129032258,2640
3,2.25,2.0,0,9,2730,47.6289,678000,685675.8435374149,2770
3,1.75,1.0,0,8,1890,47.535,800000,1194873.6382978724,2630
1,1.0,1.0,0,6,1080,47.3075,112000,234284.0351758794,1210
3,1.75,1.5,0,6,1440,47.3318,252000,286742.81162324647,1560
4,2.75,1.0,0,7,1600,47.4601,335000,353619.07472527475,2760
3,2.0,1.0,0,8,1430,47.6075,610000,1356523.9905362776,3010
3,2.0,1.0,0,7,1360,47.2981,245000,286742.81162324647,2070
3,1.75,1.0,0,8,1390,47.5815,493500,645628.2261484099,2620
4,2.25,2.0,0,8,1770,47.6904,596500,645244.2264808363,1880
3,2.0,1.5,0,6,1190,47.5276,245000,418019.36094674555,1680
3,1.75,1.0,0,7,1320,47.7341,333500,462488.8692579505,1750
3,1.0,1.0,0,7,1290,47.74,373000,570073.5201465201,1540
4,2.5,2.0,0,8,3000,47.7066,759900,645244.2264808363,3000
3,2.25,3.0,0,7,1358,47.7054,317000,387011.5902636917,1358
3,1.5,1.5,0,7,1220,47.5746,670000,594706.5422740525,1320
2,2.5,2.0,4,7,2720,47.4499,985000,464322.38976377953,1870
3,1.5,1.0,0,6,1060,47.5497,310000,319581.3940298507,1560
4,2.5,2.0,0,9,2540,47.6989,750000,645244.2264808363,3500
3,2.0,2.0,0,7,1640,47.6829,408000,645244.2264808363,1070
5,3.75,2.0,0,10,3870,47.6078,900000,685675.8435374149,3600
4,2.25,1.0,0,8,1460,47.7655,460000,423736.9058295964,3130
4,2.5,1.0,0,7,1740,47.5026,339000,310612.75572519086,1190
3,2.0,1.0,0,7,1140,47.637,660000,880077.752293578,1260
4,3.0,2.0,0,9,3290,47.3904,449950,300340.40293040295,2810
3,1.0,1.0,0,7,1210,47.4984,235000,310612.75572519086,1210
5,2.25,1.0,2,9,1900,47.759,769000,462488.8692579505,4240
2,2.0,1.0,0,8,1350,47.7094,428000,677215.034739454,1440
3,2.25,2.0,0,8,1990,47.7579,445000,570073.5201465201,2180
4,2.5,1.0,0,7,1220,47.7251,462000,521740.0146788991,2600
3,1.0,1.5,0,7,1460,47.6626,775000,579109.8082706766,2280
4,1.75,1.0,0,8,2250,47.5922,605000,645628.2261484099,2050
2,1.0,1.0,0,7,950,47.4987,193500,440232.31363636366,950
4,2.5,2.0,0,9,3140,47.3091,389950,286742.81162324647,3000
4,3.5,2.0,0,10,3560,47.5828,790000,790734.704735376,3660
2,1.0,1.0,2,7,940,47.5531,442000,424734.60451977403,1920
4,2.25,2.0,0,8,2770,47.543,890000,1194873.6382978724,2300
3,1.0,1.0,0,7,1864,47.285,235000,234284.0351758794,990
4,1.75,1.0,2,8,1130,47.6935,495000,619944.1492281304,2650
4,2.5,2.0,0,10,3870,47.3109,600000,423665.99,2170
3,2.0,1.5,3,10,1790,47.6388,1400000,792187.8738170346,2810
3,2.0,1.0,0,7,1300,47.368,251000,302896.7392857143,1300
4,2.25,2.0,0,8,2410,47.505,471000,493625.3098290598,3870
4,2.5,2.0,0,8,2370,47.7379,597000,682885.9898989899,2340
5,3.5,2.0,0,9,2770,47.5628,804000,859938.5542168674,2520
3,1.75,1.0,0,7,1250,47.7613,357000,423736.9058295964,2180
3,2.5,2.0,0,8,1150,47.5528,419990,612642.738317757,2080
4,2.5,2.0,0,10,3040,47.4872,725000,617053.9660194175,2990
3,2.5,2.0,0,7,2710,47.3357,275000,334921.0626780627,2720
3,2.25,1.0,0,7,1190,47.4813,445000,440232.31363636366,1630
3,2.5,2.0,0,9,2300,47.7369,510000,424815.06315789477,2480
4,1.0,1.0,0,7,1360,47.7622,330000,462488.8692579505,1540
3,1.0,1.0,0,6,750,47.5456,270000,319581.3940298507,1800
4,2.0,1.0,0,7,1230,47.5333,495000,424734.60451977403,1560
4,1.75,2.0,0,7,1420,47.3121,225000,234284.0351758794,1420
3,1.5,1.0,0,7,1050,47.6799,716528,619944.1492281304,2450
3,2.5,2.0,0,7,1510,47.3498,260000,367091.48387096776,1520
4,2.5,2.0,0,8,2330,47.4836,471000,440232.31363636366,2430
5,3.5,2.0,2,8,1930,47.5592,690000,418019.36094674555,2840
5,1.5,1.5,0,7,1700,47.7614,548000,490377.1076923077,1460
3,1.0,1.0,0,7,880,47.6924,505000,619944.1492281304,1720
3,1.0,1.0,0,7,1160,47.7263,325000,521740.0146788991,1220
4,2.25,2.0,0,8,2450,47.5751,682000,790734.704735376,2410
3,2.25,2.0,0,8,2010,47.7276,605000,645244.2264808363,2240
2,1.75,1.0,0,8,1370,47.3794,276200,302896.7392857143,1370
3,1.0,1.5,0,7,1370,47.6867,530000,585048.7790697674,1220
3,3.0,1.0,0,7,1440,47.3499,245000,294111.27857142856,2220
4,2.5,2.0,0,9,2790,47.7674,654950,682885.9898989899,2890
2,1.0,1.0,0,6,780,47.4733,221900,240328.3717472119,1860
4,2.0,1.0,2,8,1340,47.5096,466000,310612.75572519086,2830
3,2.0,1.0,0,8,2210,47.265,383150,294111.27857142856,2570
4,1.0,1.0,0,7,1050,47.6596,657100,585048.7790697674,2150
3,2.0,2.0,0,8,1800,47.7585,539000,682885.9898989899,2290
6,3.0,1.0,0,8,1660,47.2983,400000,334921.0626780627,3990
4,2.5,1.0,0,6,980,47.2898,215000,234284.0351758794,2140
2,1.0,1.0,0,7,850,47.6875,489000,619944.1492281304,1450
4,2.5,2.0,0,10,2980,47.5857,649000,790734.704735376,3080
4,1.75,1.0,0,8,1320,47.5899,700000,810289.6964285715,2970
2,1.0,1.0,0,6,790,47.7511,268500,387011.5902636917,1470
3,2.5,2.0,0,7,1800,47.7126,515000,521740.0146788991,2106
4,2.0,1.0,0,9,2260,47.6124,685000,617254.0212765958,2650
2,1.5,2.0,0,7,800,47.5917,305000,594706.5422740525,1320
4,2.0,1.5,2,8,2090,47.6557,950000,863228.9432314411,3310
4,2.5,2.0,0,7,1610,47.3351,292500,281194.8698060942,1834
4,1.75,1.0,0,7,1100,47.7481,270000,387011.5902636917,3010
4,1.75,1.0,0,7,1100,47.7481,450000,387011.5902636917,3010
4,1.0,1.5,0,7,1920,47.6897,535000,576834.808318264,1600
3,2.5,2.0,0,8,1740,47.5489,550000,612642.738317757,1910
3,2.25,2.0,0,8,980,47.5908,457500,594706.5422740525,2660
3,1.5,1.0,0,6,1420,47.3076,136500,286742.81162324647,1200
3,1.5,1.0,0,6,1420,47.3076,224097,286742.81162324647,1200
3,2.5,2.0,0,7,1560,47.3572,254000,311580.33638025593,1360
4,2.25,1.0,0,7,1230,47.4596,335000,493625.3098290598,2630
5,2.5,2.0,0,9,3280,47.475,594950,440232.31363636366,3360
3,1.75,1.0,0,8,1360,47.4716,350000,440232.31363636366,1570
3,1.0,1.0,0,7,1180,47.3845,169950,311580.33638025593,1220
3,2.5,1.0,0,8,1340,47.7471,432500,682885.9898989899,2680
2,1.75,2.0,0,7,1300,47.6687,440000,863228.9432314411,1350
3,2.25,2.0,0,7,1650,47.3908,233703,300340.40293040295,1510
3,1.5,2.0,0,7,1140,47.5701,310000,612642.738317757,1150
3,2.5,2.0,0,10,2540,47.6239,735000,617254.0212765958,2870
4,2.75,2.0,0,10,3440,47.5168,730000,420895.47536945814,2560
3,1.75,1.0,0,7,1200,47.4932,257000,310612.75572519086,1580
2,2.25,3.0,0,8,1260,47.6531,485000,585048.7790697674,1330
4,2.25,1.0,2,8,1440,47.7023,899000,676419.3921568628,4210
3,1.0,1.5,0,7,1520,47.7222,279000,469928.76772616134,1560
4,2.0,1.0,0,7,1050,47.3164,225000,334921.0626780627,2340
3,1.5,2.0,2,8,1880,47.6333,1360000,880077.752293578,3080
3,2.5,2.0,0,7,1590,47.5309,355000,529629.7824675324,1590
4,1.75,1.0,0,7,1560,47.7274,382500,521740.0146788991,2080
3,2.5,2.0,0,8,2000,47.1964,324360,316742.3905579399,1930
3,1.75,1.5,0,8,2380,47.3143,315000,286742.81162324647,2320
2,1.0,2.0,0,7,2230,47.7372,426000,387011.5902636917,1870
5,2.5,2.0,0,8,2820,47.2616,395000,294111.27857142856,2610
3,1.0,1.5,0,5,1570,47.3531,212644,423665.99,1330
3,3.0,2.0,2,8,1845,47.5204,510000,420895.47536945814,2100
2,1.0,1.0,0,6,830,47.3813,85000,251296.24,1160
2,1.0,1.0,0,6,830,47.3813,235000,251296.24,1160
4,2.5,2.0,0,8,2030,47.3542,295000,311580.33638025593,2030
3,2.5,1.5,0,7,1430,47.6601,720001,585048.7790697674,1740
3,1.0,1.0,0,6,860,47.6966,313950,619944.1492281304,2160
3,1.0,1.0,0,6,860,47.6966,415000,619944.1492281304,2160
3,1.75,1.0,0,8,1610,47.4476,305000,353619.07472527475,2010
3,1.5,1.5,0,8,1250,47.6122,625000,634558.1448275862,1890
3,1.0,1.0,0,7,1420,47.5969,490000,617254.0212765958,1530
3,2.0,2.0,0,8,1660,47.3663,269950,311580.33638025593,1490
5,4.0,2.0,4,8,3230,47.6803,2700000,803990.8194444445,3660
4,3.0,2.5,0,9,2910,47.6594,829000,585048.7790697674,1840
4,2.5,1.0,0,7,2470,47.5888,635000,790734.704735376,2490
3,1.0,1.0,0,7,1040,47.4553,217500,289078.3455882353,1510
4,1.75,1.0,0,7,1050,47.3413,270000,281194.8698060942,2250
3,3.0,2.0,2,8,2790,47.5854,1250000,594706.5422740525,3980
4,2.5,2.0,0,8,2480,47.7383,480000,424815.06315789477,2270
3,1.75,1.0,2,8,1170,47.6424,575000,792187.8738170346,2980
4,2.75,2.0,0,7,2350,47.5098,426950,493625.3098290598,2014
3,1.0,1.0,0,6,920,47.2892,125000,234284.0351758794,1010
3,1.0,1.0,0,6,920,47.2892,208000,234284.0351758794,1010
4,2.0,1.0,0,7,900,47.4573,325000,353619.07472527475,2430
7,4.0,1.0,0,8,2690,47.6787,597157,803990.8194444445,1840
4,2.5,2.5,2,8,3010,47.5539,728725,612642.738317757,2140
5,2.0,1.0,0,8,1910,47.6354,708000,645244.2264808363,3710
4,3.0,2.0,0,11,4120,47.5985,1300000,790734.704735376,4390
3,1.0,1.0,0,7,1280,47.6827,405000,677215.034739454,1320
4,2.75,1.5,0,7,1400,47.6814,550000,619944.1492281304,2110
4,2.5,2.0,0,7,2320,47.5415,451000,529629.7824675324,2060
5,3.75,2.0,0,8,3090,47.435,540500,464322.38976377953,2790
5,3.5,2.0,2,11,5050,47.5863,1030000,790734.704735376,4570
4,1.0,1.0,0,7,950,47.2974,218000,286742.81162324647,2050
4,2.25,1.0,0,8,1540,47.672,562000,803990.8194444445,2670
4,2.5,2.0,0,8,2280,47.4155,401500,311580.33638025593,2770
2,1.0,1.0,0,7,1090,47.4761,196700,240328.3717472119,1090
3,1.75,1.0,0,8,1480,47.5624,583000,859938.5542168674,2770
5,2.5,1.0,0,7,1400,47.3094,309900,334921.0626780627,2900
4,3.0,2.0,0,9,3110,47.4619,485000,353619.07472527475,3080
3,1.0,1.0,0,6,930,47.5532,465000,418019.36094674555,1210
4,2.25,2.0,0,8,2050,47.7234,595000,645244.2264808363,2010
3,1.0,1.0,0,6,1160,47.45,254000,353619.07472527475,1160
3,2.75,2.0,0,7,1820,47.7481,488500,490377.1076923077,1950
4,2.5,2.0,0,8,2110,47.4457,260000,353619.07472527475,2040
2,1.0,1.0,0,6,870,47.4955,166000,310612.75572519086,1350
2,1.5,1.0,2,6,1080,47.7008,440000,576834.808318264,2080
3,2.0,2.0,0,6,1260,47.7225,375000,387011.5902636917,1260
2,1.0,1.0,0,6,780,47.6575,529500,792187.8738170346,1390
2,1.0,1.0,0,6,750,47.6995,338000,585048.7790697674,1470
3,2.25,1.0,0,8,1340,47.3813,335620,367091.48387096776,2460
4,2.25,1.0,0,9,1690,47.7449,464000,570073.5201465201,2640
2,1.0,1.0,0,6,1390,47.5232,354000,424734.60451977403,1290
4,3.5,2.0,0,8,1660,47.6103,601000,634558.1448275862,1730
3,2.25,1.0,0,8,1370,47.3144,285000,286742.81162324647,2340
2,2.0,2.0,0,7,1690,47.621,462500,1096239.0074349442,1540
4,2.5,2.0,0,8,2650,47.2739,350000,294111.27857142856,2340
4,1.0,1.0,0,7,1120,47.7038,329000,387011.5902636917,1480
4,2.5,1.0,0,7,1320,47.4292,312500,353619.07472527475,2640
4,2.5,2.0,0,7,2220,47.4887,370000,493625.3098290598,2220
3,1.75,1.0,0,7,1260,47.7289,399900,521740.0146788991,1460
3,1.0,1.5,0,6,1480,47.5498,398000,424734.60451977403,1200
2,1.5,1.0,2,7,830,47.5691,550500,618695.1090909091,2020
3,2.75,1.5,0,8,1870,47.5632,709000,418019.36094674555,2610
5,2.75,1.0,0,7,1700,47.5188,402000,319581.3940298507,2790
3,1.5,1.0,0,7,1530,47.7467,450000,423736.9058295964,1800
3,2.25,1.0,0,8,1440,47.6949,524000,576834.808318264,2760
4,2.75,1.0,4,10,2400,47.4626,800000,440232.31363636366,5940
4,1.0,1.0,0,7,1230,47.4288,185000,304262.1082089552,1710
4,1.0,1.0,0,7,1230,47.4288,365000,304262.1082089552,1710
4,2.5,2.0,0,9,3110,47.6833,925000,619944.1492281304,2850
3,1.75,1.0,0,8,1520,47.5982,714000,645628.2261484099,3270
3,2.0,1.0,0,7,1460,47.6644,495000,645244.2264808363,1620
3,2.25,1.0,0,7,1230,47.7258,535000,387011.5902636917,2580
4,2.5,1.0,0,8,2340,47.5715,880000,1194873.6382978724,2650
3,1.5,1.0,0,6,1230,47.4878,150000,240328.3717472119,850
3,2.25,1.0,0,8,1420,47.6396,554500,645628.2261484099,2520
3,1.75,1.5,0,7,1280,47.6871,520000,576834.808318264,980
4,2.75,2.0,0,9,3660,47.6845,839990,677215.034739454,3625
3,2.5,2.0,0,7,1650,47.683,500000,677215.034739454,1650
2,1.0,1.5,0,6,1960,47.2681,305000,281194.8698060942,1650
3,2.5,2.0,0,7,1580,47.5418,247800,418019.36094674555,1610
4,2.5,2.0,0,8,2490,47.3875,344200,311580.33638025593,2690
4,2.5,2.0,0,8,2000,47.7557,459950,490377.1076923077,2040
4,1.75,1.0,0,7,1550,47.3583,229900,296187.98046875,1500
4,2.25,1.0,1,8,1950,47.5881,750000,645628.2261484099,3760
4,2.5,1.0,0,9,1840,47.7446,509000,462488.8692579505,3010
4,1.0,1.0,4,8,1640,47.7473,680000,462488.8692579505,3810
5,2.5,1.0,0,7,1490,47.6964,661500,645244.2264808363,2970
2,1.0,3.0,0,7,1270,47.5552,370000,551768.5209125475,1140
4,2.75,1.0,0,8,2410,47.6431,785000,645244.2264808363,3110
2,1.0,1.0,0,7,840,47.5707,355000,618695.1090909091,1250
4,2.0,1.0,0,7,970,47.6948,446000,585048.7790697674,1930
5,3.5,2.0,0,8,3490,47.6707,830000,645244.2264808363,3070
3,2.5,2.0,0,8,1940,47.3654,324000,311580.33638025593,1940
4,2.25,2.0,0,8,2490,47.7547,500000,570073.5201465201,2030
3,1.0,1.0,0,7,1390,47.6071,745000,1356523.9905362776,2290
4,2.5,2.0,0,8,2620,47.6374,1200000,1096239.0074349442,3110
2,2.5,1.0,0,8,1130,47.7335,385000,570073.5201465201,2390
3,2.25,1.0,0,8,1510,47.7124,565000,469928.76772616134,3030
4,2.5,1.0,0,8,1420,47.7671,465000,387011.5902636917,2890
3,3.25,3.0,0,8,1770,47.7186,401000,469928.76772616134,1860
3,1.75,1.0,0,8,1630,47.3637,385000,296187.98046875,3030
3,2.5,2.0,0,8,2310,47.4512,395000,304262.1082089552,2230
5,1.5,1.5,0,6,2000,47.4945,245000,240328.3717472119,960
3,2.0,1.0,0,7,890,47.6103,500000,634558.1448275862,2190
5,1.75,1.0,0,7,1750,47.435,334000,304262.1082089552,2660
3,1.0,1.0,0,7,980,47.5908,550000,810289.6964285715,2100
3,1.0,1.0,0,7,1180,47.3644,216000,302896.7392857143,2380
3,2.5,3.0,0,8,2510,47.5007,340500,310612.75572519086,2780
4,2.25,2.0,0,8,2100,47.4698,375000,493625.3098290598,2000
3,2.75,1.0,3,8,1580,47.3632,600000,302896.7392857143,2675
4,1.75,1.0,0,7,1250,47.7576,375000,387011.5902636917,2510
4,1.75,1.5,0,7,1450,47.5659,536500,424734.60451977403,1980
3,3.0,2.0,0,8,1760,47.4694,599900,617053.9660194175,4080
2,1.5,1.0,0,7,1110,47.6382,750000,849714.8097826086,1670
3,1.0,1.0,0,7,1170,47.7695,355000,676419.3921568628,2170
3,2.0,1.0,0,7,910,47.6826,590000,619944.1492281304,1830
2,1.0,1.0,0,7,1070,47.651,680000,792187.8738170346,2630
3,2.5,2.0,0,8,1860,47.5062,429000,493625.3098290598,2420
2,1.0,1.0,0,7,1170,47.6784,581000,576834.808318264,1560
3,1.5,1.0,0,7,980,47.6923,463800,803990.8194444445,1470
5,5.5,2.0,3,13,6290,47.5431,2980000,859938.5542168674,7220
5,1.75,1.5,0,8,1650,47.5955,443000,594706.5422740525,1740
3,2.5,1.0,0,7,1180,47.3124,276200,286742.81162324647,1990
5,3.5,2.0,0,9,2960,47.757,630000,462488.8692579505,2830
3,1.75,2.0,0,7,1370,47.6714,570000,863228.9432314411,1560
4,2.25,2.0,2,10,2380,47.6392,979700,792187.8738170346,3130
4,2.5,1.5,0,8,1730,47.6753,730000,619944.1492281304,2280
5,2.25,1.0,0,7,1100,47.3263,268450,286742.81162324647,2880
3,1.75,1.0,0,7,1270,47.7354,490000,387011.5902636917,2190
3,2.5,1.0,3,8,1750,47.6992,808000,576834.808318264,2980
3,1.0,1.0,0,7,1250,47.7622,350000,570073.5201465201,1660
4,1.75,1.0,2,8,1390,47.6956,695000,576834.808318264,3210
4,2.5,2.0,4,11,4280,47.6052,1230000,685675.8435374149,4760
1,1.0,1.5,0,7,1120,47.5123,309950,240328.3717472119,2330
3,1.0,1.0,0,6,650,47.4961,134000,240328.3717472119,1820
4,2.5,2.0,0,10,2390,47.5598,645500,612642.738317757,2630
3,2.0,1.5,0,7,1540,47.6479,750000,849714.8097826086,1980
3,2.5,2.0,0,9,2110,47.632,1400000,1096239.0074349442,3140
4,1.75,1.0,0,7,1100,47.7545,344900,676419.3921568628,2420
2,3.25,3.0,0,8,1840,47.6595,601450,585048.7790697674,1910
4,2.0,2.0,0,8,1700,47.6132,575000,634558.1448275862,1580
3,1.75,1.0,1,7,1570,47.3996,405000,302896.7392857143,3500
4,2.75,2.0,0,9,2520,47.7344,518000,424815.06315789477,2330
2,1.0,1.0,0,7,1600,47.7411,265000,423736.9058295964,1580
3,1.0,1.0,0,6,1280,47.3686,180000,311580.33638025593,1060
3,2.5,2.0,0,7,1590,47.33,285000,281194.8698060942,1580
3,2.75,1.0,0,7,1000,47.4531,433000,464322.38976377953,2440
3,1.75,1.0,0,8,1350,47.474,399000,493625.3098290598,2610
3,2.5,2.0,0,7,1700,47.6688,565000,645244.2264808363,1700
3,1.5,1.0,0,7,1970,47.4703,406500,240328.3717472119,2240
4,1.75,1.0,0,7,1090,47.5774,420000,859938.5542168674,2550
4,3.5,1.5,0,8,2290,47.6788,965000,585048.7790697674,2790
4,3.5,2.0,0,10,2460,47.6848,1380000,803990.8194444445,4200
5,2.25,2.0,0,8,3260,47.314,353950,286742.81162324647,2070
5,3.25,2.0,0,10,3860,47.5503,847700,617053.9660194175,3350
5,1.0,1.5,0,6,1090,47.5075,185000,359496.2604166667,1870
2,1.5,1.0,0,7,1010,47.498,269000,310612.75572519086,1290
3,1.75,1.0,0,7,1340,47.734,422800,570073.5201465201,2380
2,1.0,1.0,0,7,870,47.5465,379950,551768.5209125475,1240
3,2.0,1.0,0,7,1200,47.7288,525000,521740.0146788991,1960
4,3.5,2.0,2,9,3980,47.5574,810000,586120.875,2220
4,1.0,1.0,0,6,1630,47.3052,209950,286742.81162324647,1190
3,2.0,2.0,0,8,1010,47.6661,439950,579109.8082706766,1830
4,2.0,1.0,2,8,2210,47.4466,554820,464322.38976377953,3830
4,2.5,2.0,0,7,2160,47.4819,359000,420895.47536945814,2160
3,1.0,1.0,0,6,1020,47.741,242500,423736.9058295964,1160
3,1.75,1.0,0,7,1590,47.7617,330000,676419.3921568628,1600
3,2.25,2.0,3,10,2190,47.547,740000,859938.5542168674,4720
5,1.0,2.0,0,7,3020,47.6025,630000,634558.1448275862,1350
3,1.75,1.0,3,8,1360,47.6985,750000,576834.808318264,3200
4,2.5,2.0,0,9,2790,47.6087,695000,685675.8435374149,2790
2,0.5,1.0,0,5,580,47.5135,109000,418019.36094674555,1570
3,1.5,1.0,0,7,1080,47.4713,389000,304262.1082089552,3160
2,1.0,1.0,0,6,850,47.6684,447000,863228.9432314411,1630
3,2.0,1.0,0,7,2480,47.6759,1200000,645244.2264808363,2400
3,1.75,1.0,0,7,1010,47.77,315000,490377.1076923077,1080
3,2.5,2.0,0,10,2420,47.5595,640000,612642.738317757,2500
3,2.25,2.0,0,9,2180,47.6215,570000,685675.8435374149,2300
3,2.75,2.0,0,8,1830,47.4377,495000,489382.0170940171,1530
5,2.75,1.0,0,7,1200,47.7289,449500,521740.0146788991,2370
4,2.75,2.0,0,9,1840,47.6619,1080000,863228.9432314411,2810
2,1.0,1.0,0,7,1060,47.7414,294950,423736.9058295964,1530
3,1.0,1.0,0,7,1040,47.3947,170500,302896.7392857143,2680
4,1.0,1.5,0,6,1190,47.5281,312000,319581.3940298507,1060
3,2.5,1.0,0,8,2180,47.2688,350000,294111.27857142856,2090
4,2.5,2.0,0,9,2120,47.5654,690000,612642.738317757,2140
4,2.5,2.0,0,7,2210,47.4323,375000,284908.5964912281,1770
4,2.5,2.0,0,9,2510,47.7699,575000,682885.9898989899,2600
4,2.25,1.0,0,8,1600,47.5615,646000,859938.5542168674,3190
3,2.5,2.0,0,7,1560,47.2653,239950,281194.8698060942,1510
5,2.5,1.5,0,7,1710,47.5422,400000,319581.3940298507,2070
4,1.75,1.0,0,8,3060,47.744,455000,570073.5201465201,2180
3,2.0,1.0,0,7,1310,47.3694,240000,311580.33638025593,1310
4,4.0,2.0,0,11,3280,47.638,3400000,1096239.0074349442,5240
3,2.0,1.5,0,7,1680,47.6813,695000,585048.7790697674,2370
2,1.0,1.0,0,6,670,47.5151,304950,424734.60451977403,710
3,1.75,1.0,2,8,1140,47.6462,650000,880077.752293578,2370
3,1.75,2.0,0,7,1480,47.6966,402500,585048.7790697674,1480
3,2.5,2.0,0,7,2420,47.5361,482000,529629.7824675324,2420
3,2.0,1.0,0,7,1120,47.6717,655000,863228.9432314411,2620
5,2.75,2.0,0,7,1940,47.6704,577000,579109.8082706766,1940
3,2.5,2.0,0,7,1630,47.4738,350000,304262.1082089552,1660
4,2.25,1.0,2,8,1680,47.3202,415000,286742.81162324647,3140
4,2.5,2.0,0,7,2120,47.701,396400,455617.1129032258,2000
3,2.5,2.0,0,9,2490,47.625,654300,685675.8435374149,2870
4,2.5,2.0,0,10,3410,47.3602,774950,423665.99,3350
4,2.0,2.0,2,8,2380,47.5682,855000,418019.36094674555,2112
3,2.5,2.0,0,8,1670,47.6403,1150000,880077.752293578,3130
2,2.5,2.0,0,7,1240,47.5634,330000,355678.51612903224,1520
4,2.25,1.0,0,7,1400,47.3582,290000,251296.24,2200
3,3.0,1.5,0,8,2390,47.4545,519500,464322.38976377953,1540
3,1.75,1.0,0,7,1400,47.7143,450000,521740.0146788991,2344
3,3.5,2.0,4,12,4490,47.6997,3120000,521740.0146788991,2710
3,1.0,1.5,0,7,1620,47.5136,265000,240328.3717472119,2070
4,2.5,2.0,0,8,2640,47.3124,359000,334921.0626780627,2150
4,3.75,2.0,3,10,2510,47.6291,2000000,849714.8097826086,3230
4,2.5,1.0,2,8,2030,47.6326,1050000,685675.8435374149,4190
2,1.0,1.0,0,6,800,47.6588,402500,579109.8082706766,1310
3,1.75,1.0,0,7,1360,47.6071,450000,645628.2261484099,1570
5,2.25,1.0,0,7,1130,47.3179,262500,294111.27857142856,2490
4,2.25,2.0,0,8,1970,47.3132,285000,334921.0626780627,1790
3,2.5,2.0,0,7,2020,47.4659,290000,353619.07472527475,2170
2,2.5,1.0,0,8,2280,47.7065,752500,677215.034739454,1640
4,2.75,2.0,0,10,3540,47.5945,820000,790734.704735376,3540
3,2.5,2.0,0,8,1560,47.4909,292000,493625.3098290598,1310
2,1.0,1.0,2,6,750,47.475,213000,304262.1082089552,1430
4,3.0,2.0,0,7,2240,47.5124,400000,359496.2604166667,1060
1,0.75,1.0,0,6,590,47.5181,202000,418019.36094674555,980
3,2.0,1.0,0,7,1080,47.6328,617450,810289.6964285715,2150
3,1.0,1.0,0,7,1040,47.4711,250000,464322.38976377953,1170
5,1.75,1.0,0,7,960,47.7182,405000,521740.0146788991,2500
2,1.0,1.0,0,7,1070,47.4734,325000,304262.1082089552,1300
3,3.0,1.0,0,7,1040,47.5035,301350,310612.75572519086,2310
2,1.75,1.0,0,7,1050,47.5436,425000,551768.5209125475,1870
3,1.0,1.0,0,8,1470,47.5327,460000,551768.5209125475,2160
3,2.5,2.0,2,10,3090,47.5492,938000,859938.5542168674,3410
3,1.75,1.0,0,8,1320,47.44,348000,353619.07472527475,2600
2,1.0,1.5,0,7,1260,47.687,435000,619944.1492281304,1720
3,1.5,1.0,0,7,1120,47.4105,227950,300340.40293040295,1790
2,1.0,1.0,0,6,900,47.6908,425000,576834.808318264,1870
3,2.0,1.5,0,7,1810,47.6859,550000,585048.7790697674,1518
3,2.5,2.0,0,8,1890,47.3967,347500,300340.40293040295,2000
4,1.75,1.0,0,7,1620,47.577,397000,594706.5422740525,2270
4,1.75,1.0,0,7,1490,47.522,410000,617053.9660194175,2170
3,3.5,2.0,0,10,3190,47.6348,780000,685675.8435374149,3230
4,3.25,1.5,0,9,2700,47.6394,1350000,1096239.0074349442,2220
3,2.25,2.0,0,7,1630,47.6785,476000,677215.034739454,1690
3,1.75,1.0,0,7,1180,47.7426,390000,570073.5201465201,2780
3,2.0,1.0,0,7,1560,47.3355,226500,281194.8698060942,1560
3,2.0,2.0,0,7,1340,47.6793,495000,576834.808318264,1370
5,3.25,1.0,2,9,2590,47.545,1500000,1194873.6382978724,2780
3,1.0,1.0,0,6,880,47.5436,385000,319581.3940298507,1940
3,2.5,2.0,0,9,2370,47.54,535950,529629.7824675324,2990
4,2.5,2.5,0,10,3170,47.6903,910000,677215.034739454,3360
2,1.0,1.0,0,7,1120,47.6567,465000,863228.9432314411,1620
3,1.75,1.0,0,8,1440,47.6276,495000,685675.8435374149,2190
4,2.0,1.5,0,6,1470,47.3046,250000,234284.0351758794,1730
