bedrooms,bathrooms,floors,waterfront,view,grade,sqft_above,lat,price,sqft_total
4,1.75,1.5,0,0,8,1740,47.4483,329950,1680
3,2.25,2.0,0,0,8,1080,47.6762,490000,2030
3,3.25,3.0,0,0,8,1410,47.6981,429000,1410
4,2.5,2.0,0,0,7,1620,47.6255,510000,1480
3,2.5,2.0,0,0,7,2360,47.6825,550000,2290
3,1.0,1.0,0,0,7,1830,47.7139,467500,1670
5,2.0,1.5,0,0,7,1270,47.575,615000,2570
2,1.0,1.0,0,0,6,990,47.7669,325000,1300
2,1.0,2.0,0,0,6,1010,47.488,219950,1200
3,1.0,1.0,0,0,7,1720,47.5905,950000,3200
3,1.0,1.5,0,0,8,1630,47.6351,925000,1710
4,1.5,1.0,0,0,7,1060,47.425,251200,1510
3,1.5,1.0,0,0,6,1610,47.3632,215000,1060
3,2.0,1.0,0,0,7,1180,47.3109,245000,2460
3,1.75,1.5,0,0,6,980,47.5495,259000,1560
4,1.5,1.5,0,0,7,1420,47.5518,349950,1560
5,4.5,2.0,0,0,11,5220,47.7666,1570000,4190
2,1.0,1.0,0,0,7,1020,47.6883,600000,1690
2,1.5,3.0,0,0,8,1170,47.6719,405000,1290
3,2.5,2.0,0,0,8,1860,47.6775,625000,1530
4,1.0,1.5,0,0,7,1620,47.5654,430000,2190
3,3.0,3.0,0,0,8,1280,47.6569,533000,1300
4,2.5,2.0,0,0,10,2750,47.6595,1050000,2750
3,1.75,1.0,0,0,5,710,47.4928,230000,2670
4,1.75,1.0,0,0,7,1010,47.374,275000,2480
2,1.0,1.0,0,0,7,1100,47.5738,403000,1240
3,3.0,1.0,0,2,7,1720,47.4936,550388,2740
3,1.5,1.0,0,0,7,1240,47.607,415500,1640
3,1.75,1.0,0,0,7,1110,47.6546,913000,2950
2,1.0,1.0,0,0,6,900,47.5508,334998,2470
3,1.0,1.0,0,0,7,1160,47.3831,201500,1480
3,2.5,2.0,0,0,10,3030,47.664,820000,3370
3,1.0,1.0,0,0,7,890,47.71,371000,1630
4,2.5,1.0,0,0,7,1240,47.3942,229950,2520
4,2.5,1.0,0,0,7,1240,47.3942,344900,2520
3,2.5,2.0,0,0,8,2060,47.6961,840000,1240
3,1.5,1.0,0,0,7,1380,47.3204,285000,1600
4,2.25,1.0,0,0,7,1230,47.7717,475000,2830
2,1.0,1.0,0,0,6,1460,47.4617,420000,1460
3,2.0,1.5,0,2,7,1710,47.6754,685000,2420
4,3.0,2.0,0,0,10,3590,47.7557,879000,2790
3,1.0,1.0,0,0,6,990,47.4824,197200,1450
3,1.0,1.5,0,0,7,1240,47.6755,529950,1240
4,2.5,2.5,0,0,11,4340,47.6805,1090000,2720
3,1.5,2.0,0,0,8,1570,47.6358,792000,2070
3,2.5,2.0,0,0,7,1680,47.314,262000,1680
3,1.75,1.0,0,0,6,780,47.5272,353900,2100
1,1.5,1.5,0,0,7,1200,47.7205,380000,1480
3,2.5,2.0,0,0,7,1690,47.3564,305000,1830
4,2.0,1.0,0,0,7,1430,47.5471,440000,2510
4,3.5,2.0,0,0,9,2060,47.6735,1010000,2060
5,3.0,2.0,0,0,8,3610,47.3534,549900,3610
4,3.0,2.0,0,0,8,2620,47.4239,678500,2060
3,2.25,1.0,0,0,7,1160,47.4501,270000,1890
3,1.0,1.5,0,0,7,940,47.7169,430000,1920
5,4.25,2.5,0,2,11,3710,47.5789,1930000,5590
4,2.75,2.0,0,0,9,3350,47.6849,790500,3625
3,2.25,2.0,0,0,8,1570,47.7332,447450,1620
3,2.0,1.0,0,0,7,1630,47.6191,375000,2080
4,2.0,1.0,0,0,7,1950,47.6332,565000,1920
2,1.0,1.0,0,2,6,810,47.5728,400000,1780
3,1.5,1.0,0,0,8,1300,47.3155,246000,2290
3,1.75,1.0,0,0,7,1100,47.7398,329922,1780
5,3.25,1.0,0,0,10,2100,47.6451,1250000,5710
3,1.0,1.0,0,0,6,1210,47.7125,375000,1260
3,1.75,1.0,0,0,7,1230,47.7327,385000,2040
4,2.5,1.5,0,0,7,1140,47.6825,591500,2150
4,2.0,1.0,0,0,7,1350,47.3326,255000,3000
3,1.5,1.0,0,0,7,1350,47.4805,275000,1510
4,2.75,2.0,0,0,9,3120,47.594,800000,3200
2,1.0,1.0,0,0,7,1140,47.73,327000,1320
4,1.5,1.0,0,1,7,1220,47.4409,355000,3180
2,1.0,1.0,0,0,6,780,47.7598,310000,1610
5,3.25,2.0,0,0,8,2880,47.5488,869000,4470
3,2.0,1.0,0,0,7,1200,47.5031,272000,1190
5,2.25,2.0,0,0,9,3320,47.4862,665000,1580
3,2.5,2.0,0,0,7,1590,47.3493,225000,1750
3,2.5,2.0,0,0,9,2750,47.3732,375000,2700
3,1.5,1.0,0,0,8,1530,47.7691,375500,2150
3,1.75,1.0,0,0,7,920,47.565,550000,2220
3,1.0,1.0,0,0,7,1220,47.5276,248000,1720
3,1.0,1.0,0,0,7,1220,47.5276,546940,1720
4,3.0,2.0,0,0,9,3150,47.5968,680000,3150
4,2.5,2.0,0,0,8,2380,47.3662,350000,2170
2,2.5,3.0,0,1,8,1810,47.5788,593000,2160
2,1.0,1.0,0,0,7,1140,47.7278,390000,1260
3,1.0,1.0,0,0,7,1340,47.4443,297000,1660
2,1.0,1.0,0,0,7,1450,47.4689,355000,1440
3,2.5,2.0,0,0,7,2020,47.2597,309900,1680
3,2.25,2.0,0,0,7,1810,47.3476,257000,1720
4,3.0,2.0,0,0,9,3600,47.6257,1700000,2620
3,2.0,2.0,0,0,7,1260,47.6821,300000,1590
3,2.0,3.0,0,0,8,1560,47.605,500000,1560
8,4.0,1.0,0,0,8,2010,47.6732,900000,3570
4,3.0,2.0,0,0,9,3150,47.5974,695000,2970
4,2.5,2.0,0,0,7,1680,47.3867,213400,1680
2,1.0,1.0,0,0,7,1020,47.6433,425000,1920
3,3.0,2.0,0,0,9,1570,47.4446,420000,3390
1,1.0,1.5,0,0,7,1080,47.6603,411000,1620
4,2.25,2.0,0,0,9,3130,47.6683,762500,3130
5,4.5,2.0,0,0,10,4850,47.3181,569950,1640
4,1.0,1.5,0,0,6,1220,47.4792,258000,1460
3,2.25,2.0,0,0,8,1780,47.5495,499000,1770
3,1.0,1.0,0,0,7,1250,47.4894,310000,1520
2,2.5,3.0,0,0,8,1350,47.6962,398500,1820
4,2.5,1.0,0,0,7,1120,47.3261,250600,2640
4,2.5,1.0,0,0,7,1420,47.3792,352000,2720
2,1.0,1.0,0,1,7,940,47.6313,600000,2940
3,1.0,1.0,0,0,7,1170,47.688,645000,2960
4,2.5,2.0,0,0,7,1770,47.3503,291500,2080
4,1.75,1.0,0,0,8,2150,47.3789,350000,2250
3,2.5,1.0,0,0,7,1080,47.3102,279000,1680
2,1.0,1.0,0,0,6,820,47.6976,320000,1370
2,2.0,1.0,0,0,8,1580,47.7174,495000,1560
4,2.5,1.0,0,0,7,1450,47.6164,490000,2980
5,1.5,1.5,0,2,8,2160,47.6645,770000,1450
3,1.75,1.0,0,0,8,1770,47.3204,215000,2300
3,3.5,1.5,0,0,9,3580,47.4239,665000,2880
3,2.25,1.0,0,0,7,1190,47.73,423500,2360
3,3.0,1.5,0,0,9,1910,47.6572,850000,1280
2,1.0,1.0,0,0,6,910,47.5328,155000,1070
3,2.25,1.0,0,0,7,1460,47.6316,505000,1850
3,3.5,2.0,0,0,9,3310,47.5553,780000,3310
3,1.5,1.0,0,0,7,1630,47.3611,165000,1620
2,2.5,1.0,0,0,8,1330,47.6573,707000,2550
3,2.5,3.0,0,0,8,1220,47.6909,497000,1220
4,1.75,1.0,0,2,7,1070,47.5056,349170,2260
4,1.5,1.5,0,0,7,1300,47.4899,287000,1730
4,2.5,1.0,0,0,10,3220,47.5692,2380000,4200
4,2.5,1.0,0,0,8,1670,47.6202,645000,2900
5,2.25,2.0,0,0,7,2240,47.4249,238000,2180
5,2.25,2.0,0,0,7,2240,47.4249,328000,2180
2,1.5,2.0,0,0,8,700,47.651,365000,1460
3,1.0,1.0,0,0,7,1380,47.7407,380000,1360
4,1.5,2.0,0,0,7,1680,47.6806,525000,1830
4,2.25,2.0,0,0,7,1650,47.6769,402000,2350
2,1.0,1.0,0,0,7,860,47.7618,308000,2410
3,2.5,2.0,0,0,7,1960,47.5415,405000,2320
3,1.75,1.0,0,0,8,2590,47.7539,808000,2340
4,3.5,2.5,0,0,9,3790,47.6956,875000,3370
3,2.5,3.0,0,0,8,2370,47.6148,860000,2590
4,2.25,1.0,0,0,8,1300,47.7626,367500,2560
6,3.5,1.0,0,0,8,1290,47.6796,604000,3310
2,0.75,1.0,0,0,6,890,47.4922,230000,1270
4,2.75,1.0,0,0,7,1410,47.7261,435000,2810
4,2.5,2.0,0,0,7,1970,47.3576,347500,1970
4,1.75,1.0,0,2,7,1030,47.671,525000,2100
2,1.5,1.0,0,0,7,1480,47.5008,280000,1520
2,1.5,1.0,0,0,7,1480,47.5008,490000,1520
4,1.75,1.0,0,0,6,1430,47.494,265000,1030
4,2.25,1.0,0,0,8,2000,47.5851,645000,3440
3,2.25,1.0,0,0,8,1750,47.4422,390000,2710
3,2.5,1.0,0,0,7,1120,47.3788,267500,1810
4,3.5,2.0,0,1,11,5844,47.3293,1280000,3413
4,1.75,1.0,0,0,7,960,47.6074,404000,2720
3,2.25,2.0,0,0,8,2530,47.3742,380000,2480
4,2.75,1.0,0,0,9,1810,47.5626,812500,3710
3,1.0,1.0,0,0,7,1020,47.4974,265000,1070
5,2.75,1.0,0,0,8,1390,47.5388,480000,3610
1,1.0,1.0,0,0,6,710,47.7328,264000,900
5,3.0,1.5,0,2,10,5530,47.7352,1350000,3800
4,1.75,1.0,0,0,7,1110,47.6812,550000,3080
2,1.5,1.5,0,0,7,880,47.6144,615000,1220
3,1.75,1.0,0,0,8,1630,47.7742,464000,2260
3,1.0,2.0,0,0,8,1380,47.334,365000,2350
4,2.25,1.0,0,0,8,1680,47.7448,490000,3380
4,2.25,2.0,0,0,8,2070,47.3615,280927,2080
2,1.0,1.0,0,0,6,830,47.7466,282613,1340
3,2.25,2.0,0,0,10,2770,47.7464,675000,3290
4,2.5,1.0,0,0,8,1440,47.7272,575550,2900
3,2.0,1.0,0,0,7,1490,47.3686,259900,1540
4,2.25,2.0,0,0,8,2120,47.4885,450000,2150
4,2.5,2.0,0,0,9,2810,47.5019,487500,2850
4,2.25,2.0,0,0,7,2400,47.2866,275000,1610
3,2.5,2.0,0,0,8,2460,47.372,305000,2740
3,1.75,1.0,0,2,8,2030,47.2618,395000,2570
3,1.0,1.0,0,2,6,880,47.1963,215000,1020
3,2.0,1.5,0,0,7,1320,47.5752,410000,1620
4,2.5,1.0,0,0,7,1390,47.7754,440000,2960
4,3.5,2.0,0,2,11,4190,47.5518,1160000,3300
4,2.0,1.0,0,0,7,2280,47.7132,500000,1100
5,2.75,2.0,0,0,8,2590,47.6667,961000,1390
4,2.25,2.0,0,0,9,2770,47.5628,825000,3010
3,1.75,1.5,0,0,8,2145,47.6875,734000,1140
4,4.25,2.0,0,0,7,3680,47.373,490000,2990
4,2.5,2.0,0,0,7,1780,47.3828,175000,1630
1,1.0,1.0,0,0,6,720,47.5303,190000,1240
4,2.25,2.0,0,0,7,2050,47.3215,305000,1620
3,1.0,1.0,0,3,8,1680,47.7028,1300000,2660
2,1.0,1.0,0,0,6,920,47.5452,417000,1510
2,1.0,1.0,0,0,5,680,47.6901,275000,1070
3,2.5,2.0,0,0,8,1940,47.6786,661000,2070
4,2.75,1.0,0,0,8,1320,47.7269,435000,3010
5,2.25,1.0,0,1,8,1910,47.5871,788000,3400
5,3.25,2.0,0,1,10,4010,47.5536,1800000,4810
5,3.25,1.5,0,0,7,2320,47.5357,408000,2060
2,1.0,1.5,0,0,8,1490,47.5926,570000,1758
5,3.25,2.0,0,1,9,2120,47.6712,1540000,3270
2,1.0,1.0,0,0,7,840,47.5247,400000,1630
3,1.75,1.0,0,0,8,1820,47.3074,247000,2210
3,1.75,1.0,0,0,7,1100,47.7071,453000,2010
2,1.0,1.0,0,0,6,650,47.5351,235000,1890
4,1.75,1.5,0,3,7,1620,47.5601,675000,2600
3,2.0,1.0,0,0,6,1080,47.5521,516200,2200
1,1.0,1.5,0,0,6,920,47.448,650000,1746
3,1.5,1.0,0,0,7,1000,47.2043,257100,1990
2,2.0,1.0,0,0,8,1440,47.7217,457000,1510
3,1.75,1.5,0,0,7,1060,47.6774,540000,2160
3,1.75,1.0,0,0,8,1970,47.3619,268000,1970
3,1.0,1.0,0,0,7,1150,47.6246,300000,1350
2,2.5,1.0,0,0,8,1590,47.4137,380000,2480
3,2.5,1.5,0,0,9,3580,47.4026,725000,3090
3,1.0,1.0,0,0,7,1000,47.3167,249000,2450
5,1.0,1.0,0,0,7,1400,47.7523,274000,1960
4,3.25,2.0,0,0,10,3950,47.5877,1780000,3000
3,1.75,1.0,0,0,8,1350,47.7244,396500,2750
2,1.5,1.0,0,0,7,1240,47.7513,460000,1980
3,1.0,1.0,0,0,7,1100,47.5162,277000,1570
6,4.0,1.0,0,0,7,1270,47.5556,449500,2770
4,3.0,1.5,0,0,7,1540,47.6287,785950,2630
3,2.5,1.0,0,2,8,1440,47.7142,545000,3330
3,2.0,1.0,0,0,7,1360,47.2574,244000,1390
3,2.5,2.0,0,0,7,1660,47.3763,165000,1740
2,1.0,1.0,0,0,7,800,47.6751,435000,1410
3,2.5,1.0,0,0,10,2670,47.6359,642000,2740
3,2.5,2.0,0,0,7,1720,47.4319,340000,1720
4,2.5,2.0,0,0,9,3550,47.7503,730000,3350
3,1.75,1.0,0,0,7,800,47.6157,563250,2840
5,2.5,2.0,0,0,8,2820,47.5794,675000,2820
3,1.5,1.0,0,0,8,1280,47.6948,620000,2220
2,2.0,1.0,0,0,7,950,47.5346,275000,1630
3,1.0,1.0,0,0,7,1830,47.7439,270000,2150
4,2.5,2.0,0,0,8,2040,47.3337,325000,2420
4,2.5,2.0,0,0,7,1600,47.5529,476100,2020
2,1.0,1.0,0,0,8,1300,47.6366,700000,2420
4,2.0,1.5,0,0,7,1620,47.3629,220000,1500
3,1.75,1.0,0,0,7,1560,47.2917,236000,1730
3,2.5,1.0,0,0,9,1700,47.6833,790000,3280
3,1.0,1.0,0,0,7,1210,47.5515,350000,3260
2,1.0,1.0,0,0,6,780,47.513,130000,780
4,2.5,2.0,0,0,8,1982,47.3636,283200,2340
3,1.0,1.0,0,0,6,890,47.5365,273000,1820
5,2.25,1.0,0,0,8,1330,47.6651,599000,3590
4,2.5,1.0,0,3,8,1510,47.337,460000,3850
4,4.25,2.0,0,0,10,4910,47.7245,1160000,4270
4,1.75,1.0,0,0,7,860,47.726,385000,2650
3,1.0,1.5,0,0,6,1420,47.4949,264250,1290
3,2.5,3.0,0,0,8,1640,47.6473,608000,1880
3,2.5,2.0,0,0,9,2790,47.3487,450000,2550
3,2.0,2.0,0,0,9,2360,47.6317,1760000,2260
5,2.0,2.0,0,0,7,1890,47.5018,339950,1170
6,3.75,2.0,0,0,8,3810,47.694,760000,1830
2,1.0,1.0,0,0,7,860,47.7007,350000,1964
3,1.75,1.0,0,2,8,2320,47.3121,541500,2400
6,2.75,1.0,0,0,7,1910,47.5914,730000,3920
3,1.0,1.0,0,0,6,980,47.5308,215000,1840
3,2.0,1.0,0,0,7,1640,47.5812,420000,1680
4,2.25,1.0,0,0,8,1440,47.5605,655000,2800
3,2.5,2.0,0,0,7,1500,47.4015,240000,1610
4,2.0,1.0,0,0,7,1260,47.6534,730000,2820
4,1.5,1.0,0,0,7,1940,47.6892,390000,1380
3,1.0,1.0,0,0,7,1280,47.5716,473000,1240
4,3.5,2.0,0,0,10,3630,47.5189,698000,1620
3,2.5,2.0,0,0,9,1820,47.7355,511000,2720
2,1.5,2.0,0,0,7,960,47.6183,358000,1290
3,1.75,1.0,0,0,7,1060,47.5983,499990,2200
4,2.25,1.0,0,0,7,1360,47.4253,322000,2520
3,1.0,1.0,0,0,7,980,47.4136,201000,1580
4,2.5,1.0,0,1,9,2570,47.4363,765000,3100
4,2.75,1.5,0,0,9,1710,47.5874,920000,2810
4,2.0,1.0,0,0,7,860,47.7765,360000,2200
3,1.75,2.0,0,0,8,1980,47.2602,297300,2080
3,1.0,1.0,0,0,6,860,47.6815,399000,2136
3,1.0,1.5,0,0,7,1430,47.7181,400000,1720
3,1.75,1.0,0,0,6,1260,47.4752,230000,1190
3,1.0,1.0,0,0,7,960,47.5539,290000,970
3,2.5,2.0,0,0,8,2060,47.2923,323800,2250
4,1.5,1.5,0,0,9,1430,47.7014,574500,1220
3,2.25,2.0,0,0,8,1220,47.6474,505000,2120
2,1.0,1.0,0,0,7,880,47.7332,372500,1450
3,1.5,1.0,0,0,7,1300,47.6686,425000,1590
3,2.5,1.5,0,0,9,2380,47.4525,446250,2400
2,0.75,1.0,0,0,4,520,47.326,330000,1170
3,2.5,2.0,0,1,9,2680,47.7031,608095,2840
3,2.5,1.0,0,0,8,1320,47.5602,550000,2800
4,2.5,2.0,0,0,7,1820,47.3553,265000,2120
4,2.25,1.5,0,0,7,1320,47.723,399888,2050
2,1.0,1.0,0,0,7,850,47.6764,430000,1280
3,2.5,2.0,0,0,8,2100,47.7508,554990,2250
3,2.5,2.0,0,0,8,2210,47.35,359950,2250
2,1.0,1.0,0,0,6,860,47.675,405000,1300
2,1.0,1.0,0,0,7,870,47.7243,280000,1370
4,2.25,2.0,0,0,8,2570,47.4507,479950,2210
5,1.75,1.0,0,0,9,2230,47.4908,575000,3610
4,2.25,2.0,0,0,8,2360,47.4403,392000,2160
4,2.25,2.0,0,0,9,2310,47.7506,760500,3930
3,2.5,2.0,0,0,8,2300,47.7447,435000,3020
4,2.75,2.0,0,0,10,2810,47.6159,1570000,2810
4,1.5,1.0,0,0,7,1190,47.4557,261000,2810
3,2.25,2.0,0,0,9,2730,47.6582,1480000,2900
7,4.0,2.0,0,0,9,1950,47.5835,853800,2980
3,2.5,2.0,0,0,9,2670,47.6272,657500,2490
4,2.5,2.0,0,2,8,2010,47.2654,331950,2660
3,1.75,1.0,0,1,8,1220,47.5399,514000,2400
3,3.5,2.0,0,2,9,2020,47.3541,496000,3250
4,2.5,2.0,0,0,11,3930,47.7209,1090000,3930
3,1.0,1.0,0,0,7,1120,47.3638,195700,1690
4,2.25,2.0,0,2,9,2630,47.6317,1400000,5180
4,3.25,2.0,0,0,10,4060,47.7213,1180000,4170
3,2.5,1.0,0,0,9,2350,47.6156,643403,2320
4,2.5,2.0,0,0,7,2380,47.3982,357000,2310
3,1.75,1.0,0,0,7,1040,47.638,865000,2610
3,2.5,2.0,0,0,10,2930,47.6335,905000,2730
3,1.5,1.0,0,0,6,1290,47.4227,265000,1300
2,2.5,2.0,0,0,9,2730,47.512,535000,3220
3,1.0,1.0,0,0,6,790,47.6951,450000,1720
4,2.5,2.0,0,0,8,2170,47.5057,460500,2170
4,1.75,1.0,0,0,7,1140,47.4877,315000,2920
4,2.5,1.0,0,0,8,1270,47.6431,607500,2980
2,1.0,1.0,0,0,7,960,47.661,432000,1290
3,4.0,2.0,0,2,10,2610,47.6393,1700000,4190
4,2.5,2.0,0,0,8,2590,47.3883,479000,2410
5,2.75,2.0,0,0,9,3080,47.4501,475000,3080
3,1.0,1.0,0,0,7,1630,47.7293,415000,1480
2,1.0,1.0,0,0,6,910,47.683,450000,1480
3,2.5,1.5,0,1,8,2110,47.5844,1140000,3820
5,3.0,2.0,0,0,7,3880,47.4806,430000,2620
3,1.75,1.0,0,0,7,960,47.4351,296000,2230
4,2.25,1.0,0,0,7,1790,47.34,303000,2690
4,2.5,2.0,0,0,8,2600,47.5971,641000,2910
3,2.25,1.0,0,0,7,790,47.6952,280000,2300
3,2.0,1.0,0,0,7,1260,47.341,260750,1870
4,2.5,2.0,0,0,8,2080,47.5978,601000,2170
3,1.5,1.0,0,0,6,1490,47.4683,255000,1330
4,2.75,1.0,0,0,8,1420,47.6373,555000,2790
3,1.5,1.0,0,0,8,1530,47.6354,865000,2050
4,2.5,1.5,0,0,9,2180,47.5969,1390000,5040
3,2.25,1.0,0,0,7,1140,47.3029,315000,1940
2,1.0,1.0,0,0,7,1380,47.2956,200000,1660
3,1.0,1.0,0,0,7,1370,47.7195,357000,1550
2,1.5,2.0,0,0,8,960,47.6029,390000,1560
5,1.75,1.0,0,0,7,2210,47.764,462000,2630
2,1.0,1.0,0,0,7,1010,47.4166,174500,1580
2,1.0,1.5,0,0,6,1210,47.7225,305000,1150
5,1.75,1.0,0,0,8,1150,47.7365,449000,2320
3,2.0,2.0,0,0,6,2710,47.5188,260000,850
4,2.5,2.0,0,0,9,3110,47.701,751000,3200
2,1.0,1.0,0,0,7,1250,47.7284,370037,1130
3,1.75,2.0,0,0,7,1900,47.2769,229950,1610
3,1.75,1.0,0,0,8,1330,47.4451,349000,2420
4,2.5,2.0,0,0,8,2070,47.4498,348000,1900
3,3.25,2.0,0,2,9,2220,47.5978,1220000,2850
4,3.0,2.0,0,0,10,3610,47.2911,510000,3568
3,1.5,1.0,0,0,7,1040,47.2907,265000,1920
3,2.75,3.0,0,2,10,2780,47.6569,1250000,2820
4,4.0,2.0,0,0,11,3605,47.676,937500,5360
3,1.75,1.0,0,0,8,1590,47.7739,485000,3590
4,1.0,1.5,0,0,7,1150,47.6806,489000,1220
2,1.0,1.0,0,0,7,920,47.5569,400000,1190
3,2.5,2.0,0,0,9,2110,47.665,638000,2540
3,1.75,1.0,0,0,7,1170,47.6849,440000,1870
6,2.0,1.0,0,0,7,1200,47.7037,305000,2600
6,2.0,1.0,0,0,7,1200,47.7037,649950,2600
4,2.5,2.0,0,0,9,3290,47.5961,680000,3210
4,2.5,2.0,0,0,9,2660,47.4911,629000,3060
3,2.5,2.0,0,0,8,2160,47.5751,555000,2160
4,2.75,2.0,0,0,8,2700,47.7628,669000,2810
3,2.5,2.0,0,0,8,1980,47.2642,272000,2150
4,2.25,1.0,0,0,7,1600,47.4881,270000,2770
3,1.0,1.0,0,0,6,1280,47.3262,215000,1230
3,1.5,1.0,0,0,7,1180,47.5393,690000,3120
4,1.75,1.0,0,2,7,1270,47.5051,256000,1800
3,2.25,1.0,0,0,7,1100,47.4121,255000,2310
7,4.0,2.0,0,0,7,3440,47.6981,550000,1420
3,1.0,1.0,0,0,7,1190,47.5131,410000,1280
2,1.0,1.0,0,0,7,1030,47.5311,410000,1890
3,1.75,1.0,0,0,7,1240,47.4728,259000,1570
3,1.0,1.0,0,0,7,1030,47.5024,292000,2310
4,3.5,2.0,0,2,11,4610,47.6508,1650000,2340
5,1.0,1.5,0,0,7,1190,47.5752,518000,1990
3,2.5,2.0,0,0,8,1760,47.5764,485000,1760
3,2.0,1.0,0,0,7,1330,47.3128,259500,1660
4,2.5,2.0,0,0,8,2340,47.3773,354000,2420
3,2.25,2.0,0,0,8,2330,47.6354,999950,4090
3,1.75,1.0,0,0,7,1150,47.5531,464500,1350
3,2.5,2.0,0,0,7,1750,47.3605,300000,1890
3,2.75,2.0,0,1,8,3260,47.5445,1080000,3120
4,2.5,2.0,0,0,7,1770,47.2877,309950,1780
3,1.0,1.5,0,0,7,1160,47.5651,315000,1340
3,1.0,1.5,0,0,7,1440,47.6898,499950,2010
4,2.0,1.0,0,2,8,1400,47.637,780000,3250
3,3.25,1.0,0,2,8,1960,47.5374,885000,4370
2,1.0,1.5,0,0,7,1010,47.6224,500000,1770
3,2.0,1.0,0,2,8,1840,47.3512,329000,1790
4,1.75,1.0,0,0,7,1020,47.4669,246000,2420
3,1.5,1.0,0,0,7,1280,47.6922,405000,1510
4,1.75,1.0,0,0,7,1120,47.4801,349000,2140
4,2.5,2.0,0,0,8,1980,47.4038,374950,2300
3,2.0,1.0,0,0,7,1160,47.7279,306000,1870
4,1.75,1.0,0,0,7,990,47.6226,416000,2510
3,2.5,2.0,0,0,8,1960,47.5315,560000,2450
3,1.5,1.0,0,0,7,1150,47.7576,260000,2110
3,2.25,1.0,0,0,8,1560,47.2752,306500,2580
3,1.75,1.0,0,0,7,1480,47.4474,299950,2020
3,2.5,1.0,0,0,8,1450,47.2576,265500,2410
3,1.5,1.0,0,0,7,1200,47.268,219000,1200
3,1.75,1.0,0,0,8,1230,47.7427,365000,2440
3,2.0,1.5,0,0,7,2090,47.3497,499000,1890
3,1.75,1.0,0,0,7,1510,47.7243,366000,1460
3,2.25,3.0,0,0,8,1310,47.6987,514950,1330
4,2.75,2.0,0,0,10,3790,47.5976,875000,3750
3,2.25,1.0,0,0,8,2240,47.5937,831000,2240
4,3.25,2.0,0,0,9,2060,47.5346,689900,3710
3,2.5,2.0,0,0,7,1660,47.3812,315000,2010
3,1.0,1.0,0,0,7,970,47.7757,336500,2530
3,2.75,1.5,0,0,8,1750,47.6332,1100000,2810
6,2.0,1.0,0,0,7,1170,47.762,375000,2820
3,2.0,1.0,0,0,9,1700,47.7718,289275,2620
4,3.5,2.0,0,0,8,3440,47.4077,455000,1660
3,1.75,1.0,0,2,8,1640,47.7145,505000,2790
3,1.0,1.5,0,0,7,1450,47.5607,450000,1340
3,2.5,2.0,0,0,8,2300,47.5369,567500,2580
3,1.5,1.0,0,0,7,1460,47.4402,265000,1580
3,2.0,1.0,0,0,8,1570,47.6965,340000,1640
3,2.0,1.5,0,0,6,1540,47.7403,375000,1730
6,3.0,2.0,0,0,8,2200,47.6557,920000,2520
4,2.25,2.0,0,0,9,2130,47.5358,850000,2380
3,1.0,1.0,0,0,7,1010,47.3244,202000,1230
4,3.0,1.0,0,0,9,2420,47.7267,725000,3100
3,3.25,2.0,0,0,10,3150,47.5589,900000,4310
2,1.5,1.0,0,0,8,1210,47.6849,680200,2810
3,1.0,1.0,0,0,6,1170,47.2109,216500,1280
3,1.5,1.0,0,0,7,1890,47.3454,325000,1510
3,2.5,2.0,0,0,9,2250,47.6651,675000,2390
2,0.75,1.0,0,1,4,750,47.6985,435000,3020
3,1.75,1.0,0,0,7,1050,47.3429,263500,2110
4,2.25,2.0,0,0,8,2590,47.769,550000,2670
3,2.5,2.0,0,1,9,2520,47.5671,875000,2250
4,1.0,1.0,0,0,7,1340,47.3313,246600,1120
3,2.25,3.0,0,0,8,1460,47.7145,337000,1490
3,1.75,1.0,0,0,7,1380,47.3628,240000,1530
3,1.75,1.0,0,0,8,1510,47.5931,490000,2660
5,2.5,1.0,0,0,7,1260,47.4576,510000,3710
3,1.0,1.0,0,0,7,910,47.726,305000,1480
3,2.5,2.0,0,0,7,1970,47.7453,350000,1970
3,1.75,1.0,0,0,7,1070,47.4973,284200,2980
4,2.5,2.0,0,0,7,1980,47.3675,357000,1610
4,2.75,1.0,0,0,10,2480,47.7302,854000,3820
4,2.5,2.0,0,0,10,4700,47.5878,1180000,2870
3,2.25,1.0,0,0,8,1150,47.6322,1000000,3350
4,2.25,2.0,0,0,8,1760,47.6864,616500,2000
4,2.75,2.0,0,0,7,1840,47.6783,750000,2490
6,4.5,2.0,0,0,8,2870,47.6612,650000,3110
4,2.25,1.0,0,0,8,1420,47.3792,275000,3440
4,1.75,1.0,0,0,7,920,47.6681,540000,2580
3,1.0,1.0,0,0,6,1120,47.2886,225000,1240
4,2.5,2.0,0,0,10,2970,47.562,845000,2740
3,2.25,1.0,0,0,6,1410,47.523,490000,1220
4,2.5,2.0,0,0,9,3060,47.5521,753000,2930
3,1.75,1.0,0,0,7,1290,47.726,475000,2810
1,0.75,1.5,0,0,6,840,47.4756,124000,1560
1,0.75,1.5,0,0,6,840,47.4756,224000,1560
2,1.0,1.0,0,0,7,1130,47.6862,485000,1470
4,1.75,1.0,0,0,6,1270,47.4923,230000,1850
4,2.75,1.0,0,0,7,1800,47.4193,372000,2010
4,2.5,2.0,0,0,7,1880,47.3584,306000,1760
4,3.5,2.0,0,0,9,2340,47.6768,905000,2450
